,source,reference,translation,z-score,avg-score,annotators
30,Ovšem Fidži by ve své formě porazilo i 15členný tým v plném zdraví.,fiji howev would defeat the member team in full health,but regardless fiji on this form would have beaten a fit as a fiddl man team,-0.188239221799869,74.3333333333333,3
31,"Zároveň narůstá tlak na hranici s Eritreou. Konflikt podél této nepřesně vyznačené, sporné hranici si v červnu vyžádal stovky životů.",at the same time the pressur on the border with eritrea is rise the conflict along this inaccur mark controversi has claim hundr of live in june,at the same time tension are rise along the border with eritrea a battl along that jag disput line claim hundr of live in june,0.106424912246649,78.0,3
32,"Ale zatímco podle mých zjištění se zdá, že výsledky YouGov jsou přesné - tedy alespoň v obchodech s gramofonovými deskami, nezohledňují velké množství sběratelek a milovníků vinylu, kteří existují ve skutečnosti, v obchodech s gramofonovými deskami a na online fórech.",but while accord to my find the result of yougov seem to be accur at least in record store they do not take into account the larg number of collector and vinyl lover who actual exist in record store and onlin forum,but while my find suggest yougov s result are accur in soho record store at least they do not discount the huge number of femal collector and vinyl lover that exist in realiti in record shop and on onlin forum,-0.48196381121434,71.3333333333333,3
33,"Tou dobou jsem přece balík už šest hodin potřeboval a čekal jsem doma, protože to bylo důležité.",at that time i need the packag for six hour and i wait home becaus it was import,when you need the parcel six hour ago and wait at home becaus it was import,0.436396851377649,93.75,4
34,Ve městě Banff záhadně přistály v zahradě ryby,in banff mysteri land in the garden of fish,mysteri as fish land in banff garden,-1.4225614737153405,35.0,3
35,"Reid řekl, že republikání, kteří blokují Garlandovo jmenování, jsou „přisluhovači“ a „poskokové“ republikánského kandidáta na prezidentský úřad Donalda Trumpa.",reid said the republ block garland s appoint are minion and hop republican presidenti candid donald trump,reid said republican who are block garland s nomin are minion and enabl of republican presidenti candid donald trump,-0.0692989292063739,56.0,2
36,"Třeba kvůli tomu, že jste muslimka?",mayb becaus of be a muslim,mayb becaus you are a muslim,0.41520348307412497,88.0,2
37,Moji rodiče jsou původem z Alžírska.,my parent are from algeria,my parent are origin from algeria,1.01540807293541,99.3333333333333,3
38,"Snesli byste modré z nebe, jen abyste dostali své dítě z nebezpečné oblasti, řekl Tasnim Akunjee, právník rodiny.",you would bring blue from the sky just to get your child out of a danger area said tasni akunje a famili lawyer,you would do anyth to get your child out of the danger zone said tasnim akunje the famili lawyer,0.531269835025549,82.0,2
39,"2letá Harmonie-Rose Ivy Allenová, jež od 11 měsíců žije bez rukou a nohou dostala novou kamarádku.",year old harmoni rose ivi allen who has live without hand for month and has a new friend with her leg,two year old harmoni rose ivi allen who lost all her limb when she was month old has a new friend,-0.277148826302846,60.5,2
40,"„Miluji Myšlenky zločince a během posledních dvanácti let jsem do nich dával srdce i duši,“ uvedl Gibson ve svém prohlášení, které vydal v pátek.",i love the thought of the crimin and over the last twelv year i ve been give them heart and soul gibson said in a statement he issu friday,i love crimin mind and have put my heart and soul into it for the last twelv year gibson said in a statement releas on friday,0.11659296455710699,68.5,2
41,"Jiní pozorovatelé sdílí její názor - stížnost, kterou Snapchat nechal ve značné míře bez odpovědi.",other observ share her opinion a complaint that snapchat left larg unansw,other observ share her view a complaint that snapchat has left larg unansw,1.1118613013340701,100.0,2
42,"Bronz získal Číňan Wang Šun, bronzový medailista v této disciplíně z loňského mistrovství světa.",bronz was won by chines wang shun a bronz medalist in this disciplin from last year s world cup,china s wang shun won the bronz have won bronz in this event at last year s world championship,0.287164439953374,74.5,2
43,"Nejspíš bych požádal kameru, aby na chvíli přestala natáčet. Já se postavím do blízkosti různých mužů v těchto obchodech a pokusím se vypozorovat, jaký je jejich věk a emocionální rozpoložení.",i would probabl ask the camera to stop shoot for a while and i ll stand close to the differ men in these store and tri to see what their age and emot stori are,i d probabl ask the camera to stop roll for the next bit in which i stand veri close to various men in some of these store and attempt to gaug their age and emot disposit via observ,1.01762996563289,99.5,2
44,"Možná je to tím, že nemluvím česky, takže nedokážu zachytit nějaké negativní reakce nebo nadávky, ale mám pocit, že jsou tady lidé svobodnější.",mayb it s becaus i do not speak czech so i can not captur ani negat reaction or swear but i feel that peopl are freer here,mayb it is becaus i do not speak czech so i cannot catch some of the negat reaction or insult but i feel that peopl have more freedom here,0.78762757806594,94.5,2
45,"Sir Eric přednesl 50 doporučení, jak systém vyčistit, včetně toho, aby bylo politickým aktivistům zakázáno manipulovat s korespondenčním hlasy a zabránit tak „vytěžování hlasů.“",sir eric made recommend on how to clean up the system includ allow polit activist to manipul correspond voic and prevent voic,sir eric made recommend to clean up the system includ ban polit activist from handl postal ballot paper to stop vote harvest,-1.86873474914717,1.5,2
46,"Vyplývá to z odhadu, který podle stavu k 15. červenci zveřejnil Český statistický úřad.",this result from an estim which accord to the state as of juli was publish by the czech statist offic,this follow from the estim as at juli releas by the czech statist offic,0.215664845522029,74.5,2
47,"Aspirující šampioni skáčí na obrovské trampolíně, která je vystřelí do výšky až téměř 10 metrů a předvádějí sestavy s několika prvky (salta, vruty a kombinace), než konečně opět přistanou na nohách.",aspir champion jump on a huge trampolin that fli them up to almost meter in height and show set with sever element salta screw and combin befor final land on their feet again,aspir champion jump on a giant trampolin shoot up to near feet in the air and are call upon to perform a seri of tumbl move twist pike and somersault befor eventu land on their feet,0.5778482430710239,84.5,2
48,Proč jste si vybrala zrovna Českou republiku?,whi did you choos the czech republ,whi did you choos the czech republ,1.0109642875404499,99.0,1
49,"Ne, doopravdy si myslím, že nakonec dostanou podmínku a bude jim to jedno.",no i realli do think they will eventu get a condit and they will not care,no i think that in the end they will get a suspend sentenc and they will not care,-0.91229993890642,39.5,2
50,Depresivní jídlo z doby krize - ve „Square Meal“,depress food from the crisi in squar meal,the depress food of the depress in a squar meal,0.77421151117525,96.6666666666667,3
51,Tolerantní město.,toler citi,a toler citi,0.907353439600697,95.6666666666667,3
52,Poptávaní jsou také IT projektoví manažeři.,demand are also it project manag,it project manag are also in demand,-0.15563407603323,67.25,4
53,"Putin přitom naznačil, že Ivanova propouští na jeho vlastní žádost.",putin indic that ivanova was dismiss at his own request,putin signal that he has reliev ivanov from his duti at his own request,0.44882271670961,90.25,4
54,"Konec konců, k tomuto setkání došlo pouze proto, že Putinovi se dostalo omluvy, kterou od prezidenta Erdogana žádal.",after all this meet onli occur becaus putin receiv the apolog that he had ask for presid erdogan,after all this meet onli happen becaus mr putin got the apolog he demand from presid erdogan,0.436156870460139,95.0,3
55,"Snapchat není jedinou společností, která tyto kulturní meze překročila.",snapchat is not the onli compani that has exceed these cultur limit,snapchat is not the onli compani to cross these cultur tripwir,0.34603419498551197,82.5,4
56,"V Japonsku jde o jeden z nejdůležitějších druhů mořských řas, z něhož se vyrábí nasekáním, lisováním a sušením takzvané listy nori − tedy pláty určené právě k výrobě sushi.",in japan it is one of the most import type of seawe which is produc by chop press and dri the so call nori leav name slide intend for the product of sushi,in japan it is one of the most import speci of seawe which is cut press and dri to prepar nori leav which in turn are use to prepar sushi,0.22919781705739398,85.4285714285714,7
57,"Skoky na trampolíně mají ale ještě další smůluo, částečně proto, že uchu nezasvěceného se bude spíš zdát, že se víc hodí na klaunskou univerzitu, než na olympiádu.",trampolin jump have anoth bad luck part becaus the uniniti ear will seem to be more suit to clown univers than to the olymp,but there is an underdog charm to trampolin in part becaus it sound to the unenlighten ear fitter for clown colleg than the olymp,0.13762037623344298,74.5,4
58,"To proto, že úřad musí přesně určit, kde nelegální billboard stojí.",this is becaus the offic must accur determin where the illeg billboard stand,this is becaus the author is requir to specifi the locat of the illeg billboard,0.430053311343515,90.57142857142858,7
59,"Můžete si ho připravit i doma, ale pravý růžový gari zázvor má jedinečnou pikantní ostrou a zároveň lahodnou chuť díky tajné receptuře, podle níž se míchá z několika druhů octa a zázvoru.",you can prepar it at home but the real pink gari ginger has a uniqu spici sharp and delici flavor thank to a secret recip that blend with sever varieti of vinegar and ginger,you can make it at home but the genuin pink gari ginger has uniqu spici and delici tast thank to a secret recip which is use to make it from various type of vinegar and ginger,0.552420291787349,90.5,4
60,Od ledna do července nechal dopravce sešrotovat 110 těchto vozů.,from januari to juli the carrier scrap of these car,from januari to juli the oper has had of these carriag scrap,0.248433779591957,79.5,4
61,Upravovat tak budete podobu bojiště.,this will make you look like a battlefield,and thus chang the look of the battlefield,-0.7770719233084549,51.0,4
62,"Znají tedy telefonní číslo, nikoli však informace o vlastníkovi.",they know the phone number but not the owner inform,they know the telephon number but not the owner inform,0.965146602892712,99.0,4
63,"Tedy nejen na turisty, ale také na osoby s dlouhodobými vízy, které v Thajsku například pracují či tam uzavřely manželství.",not onli for tourist but also for long term visa holder work in thailand for exampl or marri there,this doe not onli includ tourist but also individu with long term visa who e g work in thailand or who got marri there,0.4472465531931961,89.6666666666667,3
64,"Vysokoškolské vzdělání znamená dobrý základ a je celkovým ukazatelem inteligence a vzdělatelnosti kandidáta, ale nemá často moc společného se znalostí vývoje.",higher educ is a good basi and is an overal indic of the candid s intellig and educ but it doe not often have much to do with knowledg of develop,higher educ is a good foundat and overal indic of intellig and educ of the candid but it doe not tend to have much in common with the knowledg of develop,0.598041137161303,89.5,4
65,"Když odhlédneme od absurdity takto položené otázky: Německá společnost prošla hlubokou sebereflexí, kdežto ruská nikoliv.",if we ignor the absurd of this question german societi has gone through a profound self reflect while russian doe not,the german societi has gone through a period of profound self reflect but the russian societi did not,-0.174677697451166,68.25,4
66,"Není to jednoduché a nejde to rychle, přiblížila svou práci restaurátorka Vanesa Trostová z Oldřichova v Hájích.",it is not easi and it is not fast the restor vanesa trost from old ichov in h jech drew closer to her work,it is not easi and it is not fast said the restor vanesa trostov from old ichov v h j ch,-1.12075638691402,43.75,4
67,"Když se chtěl spojit s rodinou, vždy nám uvařil jídlo, udělal nám večeři,“ řekl Louis Galicia.",when he want to get in touch with his famili he alway cook food made us dinner said loui galicia,his way of connect with the famili was alway make us a dish make us dinner loui galicia said,0.571775995925198,94.25,4
68,Ale namísto odhalených známých osobností se snaží pro svůj kalendář 2017 NU Muses najít další generaci top modelek.,but instead of reveal celebr they are tri to find the next generat of top model for their calendar,but instead of famous nake peopl they re set out to find the next generat of top model for their nu muse calendar,0.0990752815645355,73.0,2
69,"Prodával se burákový, játrový a fazolový karbanátek.",the peanut liver and bean meatbal were sold,there was peanut loaf liver loaf bean loaf,-2.25433763418706,32.0,2
70,"Pouhých osm týdnů předtím, než první skupina lékařů přejde pod novou smlouvu, je nutné dosáhnout pokroku a dochází čas.",onli eight week befor the first group of doctor goe under the new treati progress is need and time is come,with just eight week befor the first group of doctor are move onto the new contract progress need to be made and time is run out,0.26056912234363394,88.3333333333333,3
71,"Chceme lepší, rychlejší a funkční službu, která nebude nikoho štvát a vyšle konkurenci signál, ať se snaží.",we want a better faster and more function servic that will not hurt anyon and send signal to the competit,we want better faster and more custom friend servic that will not annoy peopl and will send a signal to the competit to tri harder,0.36483898453525104,88.6666666666667,3
72,"Fidži začalo velkolepě, průniky Britů odráželi pro radost.",the fiji has begun magnific the breach of the british reflect for joy,fiji start magnific bounc off gb tackl for fun,-0.13132854998972499,70.3333333333333,3
73,Stížností je mnoho a týkají se všeho od sporů o půdu po absolutní kontrolu moci vládnoucí koalice.,complaint are mani and concern everyth from controversi over land after absolut control of the rule coalit s power,the complaint are mani cover everyth from land use to the govern coalit s stranglehold on power,0.48600089669172,90.0,2
74,"Na základě podnětu spotřebitele na zdravotní potíže po konzumaci potraviny Losos divoký uzený - kousky 100 g, datum spotřeby 22.11.2016 provedli pražští hygienici kontrolu v prodejnách Albert na Václavském náměstí a Na Můstku.",on the basi of a consum s induc for health problem after consum the food salmon wild smoke piec of g the date of consumpt the pragu hygienist check the albert store on wencesla squar and na m stku,base on the health complaint from a consum after eat the wild smoke salmon piec g with the use by date of the pragu hygienist carri out inspect of the albert store at v clavsk n m st and na m stku,0.0351074250846635,77.0,2
75,"Ale někdy bych ji chtěl pohladit, obejmout a ona se nenechá.",but sometim i want to caress her hug and she will not be left,sometim i would like to touch and hug her but she would not let me,-0.634953519772076,56.5,2
76,"Návštěvou chtěl František upoutat pozornost k obchodování s lidmi a vyzvat k zesílení boje proti němu, uvedl papežův mluvčí.",frantisek want to attract attent to traffick in human be and call for intensif of the fight against him the pope s spokeswoman said,the pope want to use this meet to draw attent to human traffick and to call for step up the fight against it said the pope s spokesman,-0.446968981782544,66.5,4
77,"„Soud pro otázky voleb vyloučil Lutfura Rahmana a jeho agenta za litanii korupce a nelegálních praktik“, řekl.",the elect tribun rule out lutfur rahman and his agent for the litani of corrupt and illeg practic he said,the elect court disqualifi lutfur rahman and his agent for a litani of corrupt and illeg practic he said,0.47158582364596396,86.6666666666667,3
78,"Nikdo nechce najít ve schránce lísteček se vzkazem, že si má zásilku vyzvednout na pobočce, a to nejdřív ten den po 19. hodině.",no one want to find a ticket in the mailbox with a messag say he want to pick up the shipment at the branch the day after at the earliest,nobodi like to find a note in their mailbox advis them to pick up their parcel at the post offic branch after,0.080740155283522,77.5,2
79,Na obsazovaných či opouštěných územích prováděli zvěrstva Němci i sověti.,the german and the soviet carri out atroc in the occupi or abandon area,both german and the soviet carri out atroc in the occupi or abandon territori,0.824473454375168,98.5,2
80,Jedná se tedy o důsledek nějakého boje o moc?,is this the consequ of some power struggl,so is this the fall out from some kind of power struggl,0.507535730108304,89.0,2
81,Olympijský oheň nesvítí na všechny soutěže stejně.,the olymp fire doe not shine on all competit as well,the olymp flame doe not illumin each event equal,-0.8420884051809159,51.5,2
82,"Manželé Clintonovi loni vydělali 10,6 milionu dolarů.",spous clinton last year earn million,the clinton made million dollar last year,-1.3786897877438402,34.0,2
83,V roce 2012 připadala na Nigérii polovina všech případů obrny na světě.,in half of all polio case in the world were found in nigeria,in nigeria account for half of all new polio case in the world,0.346614288825343,81.0,2
84,"Pokud by tento blog byl odvysílán jako televizní reportáž, sledovala by mě kamera, jak vyrážím do rušné ulice v Soho, oblečen do decentního šedého obleku a široce gestikuluji. Pak bych se zastavil, vytáhl ruce a řekl něco autoritativního, jako: „Tak se na to pojďme podívat.“",if this blog was broadcast as a tv report i would watch the camera as i walk into a busi soho street dress in a decent gray suit and gestur wide then stop pull out my hand and say someth authoritarian like let s look at it,if this blog was a televis news report the camera would follow me as i walk down the middl of a busi soho street wear a modest grey suit and gestur wild befor stop cup my hand and say someth authorit like so let s take a look,0.0893077030073123,67.3333333333333,3
85,"Bylo to gesto, které skončilo krizí.",it was a gestur that end in a crisi,it was a gestur that end a crisi,0.7293025920178922,100.0,1
86,"Mluvčí uvedl, že společnost jde ovšem proti reklamním filtrům na desktopech, protože mobilní filtry reklamy na mobilní aplikace pro sociální síť a Instagram nefungují.",the spokesman said the compani is oppos to desktop advertis filter as mobil ad for mobil social network applic and instagram do not work,the compani is go after ad blocker on desktop howev becaus mobil ad blocker are not effect in facebook s mobil app for the social network and instagram a spokesperson said,0.15587904235721806,79.0,2
87,"""Pro cestovní ruch obecně platí, že LGBT klientela je velmi lukrativní, zajímá se o pobyty ve vyšších cenových relacích s vysokým standardem cestovních služeb a utrácí více než ostatní,"" sdělila Petříčková.",for tourism in general lgbt client are veri lucrat they are interest in stay in higher price with a high standard of travel servic and spend more than other pet kov said,as tourist the lgbt clientel is veri lucrat becaus they enjoy luxuri travel and high standard of travel servic and they spend far more than anyon els said ms pet kov,0.413332034701678,84.0,2
88,"Lídr v Senátu za demokratickou stranu Harry Reid říká, že je přesvědčen, že kandidátka prezidentských voleb za demokraty Hillary Clintonová nominuje soudce Merricka Garlanda do nejvyššího soudu v případě svého zvolení.",democrat parti senat leader harri reid say he is convinc that democrat presidenti candid hillari clinton nomin merrick garland to the suprem court if elect,senat democrat leader harri reid say he is convinc that democrat presidenti candid hillari clinton will nomin judg merrick garland to the suprem court if she is elect presid,0.4817746364648229,83.5,2
89,"Lékař je však podle zákona oprávněn vykonávat povolání lékaře již díky absolvování potřebného vysokoškolského studia, i když za zákonem stanovených podmínek (pod odborným dohledem lékaře se specializovanou způsobilostí v příslušném oboru).",howev the doctor is legal entitl to practic as a physician by complet the necessari univers studi even under statutori condit under the supervis of a physician with special compet in the relev field,the doctor is howev entitl by law to practic medicin alon on the basi of complet the relev univers studi under the condit stipul by law under the expert supervis of a doctor with specialist qualif in the relev field,-0.066169939963954,74.5,2
90,Při prostných všichni oněměli.,in the plain everyon was speechless,jaw drop on floor,-0.565830627853234,51.6666666666667,3
91,"Upřímně lituje, že ta byla slova vyřčena, neměla se dostat do éteru.",she sincer regret that the word were spoken she could not get into the ether,we sincer regret that these statement were made and that they were allow to go to air,-1.6438418407717,27.5,2
92,"Soud v Lille rozhodl, že neexistuje žádný právní základ, který by lidem zabraňoval 72 provizorních obchodů provozovat, ale uvedl, že námitky prefekta Calais jsou „zcela pochopitelné“.",the lill court rule that there is no legal basi to prevent commerci transact but said the prefect s object to calai are entir understand,a lill court rule there was no legal basi for expel the peopl run the makeshift shop but said the calai prefect s concern were total understand,0.329914789069211,80.0,2
93,"Nápoje byly obecně velmi oblíbené, v první desítce se jich umístilo osm.",drink were general veri popular with the top ten be eight,take eight of the top slot,-2.84729612190762,13.5,2
94,"Evidentně se domnívá, že kalendář také.",she obvious think that the calendar also,appar he think the calendar is too,-0.0887037234522851,75.5,2
95,Tady dokonce odpadá časově náročnější vaření a zchlazování rýže.,there is even no time consum cook and cool of rice,which allow you to skip the more time consum cook and cool of rice,-0.251244376120452,60.0,3
96,Novinka se okouká a zájem o ni začne v určitém okamžiku opadat.,the novel look and the interest begin to fall into it at some point,the novelti will wear off and use will subsid in due cours,-1.6378130841371998,31.5,2
97,"Myslím hlavně u zahraničních diváků, na než je vlastně série nejvíce zaměřená.",i am think main of foreign audienc to whom the seri is the most focus,i main heard from foreign viewer who were our primari focus,-0.5437231640564579,60.5,2
98,K největším protestům došlo v oblastech obývaných Amhary a Oromy.,the largest protest occur in the area popul by amhara and oroma,the biggest protest have been in amhara and oromo area,0.6055686831868871,94.5,2
99,"Vývojáři se musejí neustále učit nové věci, což jednou vystudovaná vysoká škola nenahradí, říká Petr Kubačka, ředitel Monster Career CZ.",develop need to constant learn new thing which doe not replac ani univers say petr kuba ka director of monster career cz,develop must constant learn new thing which cannot be substitut by just complet a univers say petr kuba ka director of monster career cz,-0.06265801458945099,78.0,2
100,Kvalifikace nejlépe vyšla Rusům.,qualif was best for the russian,the russian team perform best in the qualif,0.17115969074453902,72.5,2
101,Měl jste obavy o život?,were you worri about life,were you scare for your life,1.16596327397563,100.0,1
102,"Nalevo je schodiště, jehož stěnu zakrývají gramofonové desky Adele, Jeffa Buckleyho, Amy Winehouse a Fleetwooda Maca: směs současné a klasické hudby, základ jakékoliv průměrné sbírky gramofonových desek.",on the left is a stairway the wall of which cover adel jeff buckley ami winehous and fleetwood mac a mix of contemporari and classic music the basi of ani averag collect of gramophon record,to the left is a stairwel a wall of which is stack with record by adel jeff buckley ami winehous and fleetwood mac a mix of contemporari and classic the essenti record for ani averag collect,0.30342757092859,67.0,2
103,"Když se žena vysvlékla, aby si na prodejní ploše uprostřed Primark vyzkoušela kalhotky, nebyli si nakupující jistí, kterým směrem se dívat.",when the woman was dress to tri out her panti on the sale area in the middl of primark the shopkeep were not sure where to look,shopper didn t know where to look when a woman strip off to tri on knicker on the shop floor in the middl of a primark,-0.136634642609647,60.5,2
104,"Nehrozí třeba, že bude odesilatel čekat moc dlouho?",is there no need for the sender to wait too long,is there not a risk that the sender may have to wait too long,-0.9605836140048779,24.0,1
105,Úředníci ji dobře znají: českobudějovický magistrát s ní aktuálně vede tři správní řízení za načerno postavené billboardy.,offici know it well the town hall of cesk budejovic is current conduct three administr proceed against illeg built billboard,offici are familiar with this compani as the municip of esk bud jovic is current conduct three separ administr proceed against the compani for illeg billboard,0.457043881730448,73.5,2
106,"Na základě dvou podobných případů z uplynulých pěti let se zdá, že řidiči nést odpovědnost nebudou.",base on two similar case from the past five year it appear that driver will not be held account,two other similar case in the past five year suggest that driver will not be held respons,1.0921336042749499,98.0,3
107,Zabývali se mým odvoláním a já vyhrála.,they dealt with my appeal and i won,they have consid my appeal and i have won,0.46644127135046104,75.0,1
108,Nejnovější mise Keplerova vesmírného teleskopu na pomoc astronomům je získání téměř kompletního seznamu rychlostí otáčení hvězd z hvězdokupy Plejády.,the latest mission of kepler space telescop to help astronom is to obtain an almost complet list of spin speed from the star of the pleiad cluster,the latest mission by the kepler space telescop has help astronom collect the most complet catalog of spin rate among the star of the pleiad cluster,-0.0867747062724095,64.5,2
