,source,reference,translation,z-score,avg-score,annotators
49,"“[As the President,] I will oppose all those trade agreements that work against employees or wages”, Clinton promised.",puhemiehen vastustan kaikkia niit kauppasopimuksia jotka toimivat ty ntekij it tai palkkoja vastaan clinton lupasi,presidenttin vastustan kaikkia kauppasopimuksia jotka toimivat ty ntekij it tai palkkoja vastaan clinton lupasi,1.53422438707772,89.0,1
50,"Hansford said he and his family members all have disabilities, and he's the only one who can swim.",hansford sanoi ett h nell ja h nen perheenj senil n on kaikki vammaiset ja h n on ainoa joka voi uida,hansford sanoi ett sek h nell ett h nen perheenj senil n on kaikilla vammoja ja ett h n on ainoa uimataitoinen,0.784314350582567,63.0,1
51,How to defend yourself from gun attacks using Krav Maga,miten puolustat its si aseesi hy kk yksilt k ytt m ll krav magaa,n in voit puolustautua aseellisilta hy kk yksilt krav magaa k ytt m ll,0.228195054377829,44.0,1
52,"In addition to a music event, one can also call this a community of trendy young adults.",musiikkitapahtuman lis ksi voidaan kutsua my s trendikk iden nuorten aikuisten yhtei ksi,musiikkitapahtuman rinnalla voidaankin puhua trendikk iden nuorten aikuisten yhtei st,0.634701713221963,79.0,1
53,"Since the other studies have found out that the Greenland shark females do not reach maturity until they are over 4 metres long, the researchers calculated they are about 150 years old at that stage.",koska muut tutkimukset ovat havainneet ett gr nlannin hain naiset eiv t saavuta kypsyytt kunn ne ovat yli metri pitki tutkijat laskivat ett ne ovat noin vuotta vanha t ss vaiheessa,koska aiemmissa tutkimuksissa on todettu ett j hainaaraat saavuttavat sukukypsyyden vasta yli nelimetrisin tutkijat laskivat ett ne ovat siin vaiheessa noin vuotiaita,0.594437797891801,70.0,1
54,"Their father, Markus Koli, helps and advises the brothers based on his own experience.",heid n is ns markus koli auttaa ja neuvoo velji omasta kokemuksestaan,heid n is ns markus koli auttaa ja neuvoo veljeksi oman kokemuksensa my t,1.86314338383093,98.0,1
55,"This model would have an effect on about 10 per cent of forest owners, he says.",t m malli vaikuttaa noin prosenttiin met nomistajista h n sanoo,mallilla olisi vaikutusta noin prosenttiin met omistajakunnasta h n sanoo,1.49767783188292,88.0,1
56,"Purchasing power secured, will not grow",ostovoima varmistetaan ei kasva,ostovoima turvataan se ei kasva,0.4743742864285101,60.0,1
57,"""The Pleiades star cluster provides an anchor for theoretical models of stellar rotation going both directions, younger and older,"" said Rebull.",pleiad t htipurkki tarjoaa ankkurin teoreettisill malleill jotka ovat t htien py rimist jotka kulkevat molempiin suuntiin nuorempina ja vanhempina sanoi rebul,plejadien t htijoukko tarjoaa ankkurin t htien py rimisen teoreettisiin malleihin jotka k sitt v t molemmat suunnat nuoremmat ja vanhemmat rebul sanoi,0.9117203828952052,87.0,1
58,"That, on its turn, has been shown to trigger biological changes that may lead to an early death.",se on puolestaan n ytt nyt aiheuttavan biologisia muutoksia jotka voivat johtaa varhaiseen kuolemaan,sen on taa todettu laukaisevan biologisia mekanismeja jotka saattavat aikaistaa kuolemaa,0.980975050313518,89.0,2
59,"""The time is right for us to move to the bank of brands, because underneath (we've been asking) how do we focus on making this a better bank for customers?"" said the chief executive.",nyt on oikea aika siirti br ndien pankkiin sill alla olemm kysyneet miten keskitymm tekem n t st paremman asiakkaan pankin sanoi toimitusjohtaja,meid n on nyt aika siirti br ndien pankin suuntaan koska pohjimmiltaan olemm kyselleet kyse on siit miten voimm keskitti tekem n t st asiakkaill paremman pankin toimitusjohtaja sanoi,0.87709304918605,86.0,1
60,"We've been losing out on so many world titles, so to win the Olympics again is just amazing.",olemm menett neet niin monta maailmanmestaruusottelua joten voittaaksemm olympialaiset uudelleen on vain mahtavaa,olemm h vinneet niin monta maailmanmestaruutta joten olympialaisten voittaminen j lleen on yksinkertaisesti upeaa,1.0848570514409799,92.0,1
61,"They had freed over 2,000 civilian hostages who had been held by the militants, Sharfan Darwish of the SDF allied Manbij Military Council told Reuters.",heill oli vapautettu yli siviili panttivankia jotka olivat militanttien hallussa sdf n sidosryhm n sharban darwishin j sen manbijin sotilasneuvosto kertoi reutersill,joukot olivat vapauttaneet yli siivilipanttivankia joita taistelijat pitiv t vankeina sharfan darwish sdf n liittolaisjoukosta manbij n sotilasneuvostosta kertoi reutersill,0.392310377257875,72.0,1
62,"Piia Koriseva, Lotta Backlund, and Mikael Saarinen all participated in ‘Tehdään se nyt’ (let’s do it now) project.",piia koriseva lotta backlund ja mikael saarinen osallistuivat kaikkiin tehd n se nyt projektiin,piia koriseva lotta backlund ja mikael saarinen olivat mukana tehd n se nyt projektissa,0.669329046931119,80.0,2
63,It's really important not to get carried away.,on todella t rke ettet saa kuljettaa poi,on todella t rke pit kontrolli,-1.4948793098910902,17.5,2
64,"He says the tax deduction has a positive impact on purchase power and employment, if there are no other things that add to people’s uncertainty.",h n sanoo ett verov hennyksel on positiivinen vaikutus ostovoimaan ja ty llisyyteen ellei ole muita asioita jotka lis v t ihmisten ep varmuutta,h n sanoo ett veronalennus vaikuttaa my nteisesti ostovoimaan ja ty llisyyteen jos muut asiat eiv t lis ihmisten ep varmuutta,2.11820477948319,97.0,1
65,"In addition, the athletics is only just beginning, as well as other sports that interest Finns: sailing and riding.",lis ksi yleisurheilu on vasta alussa samoin kuin muitakin urheilulajeja jotka kiinnostavat suomalaisia purjehdus ja ratsastus,lis ksi yleisurheilu on vasta alkamassa samoin kuin muut suomalaisia kiinnostavat lajit purjehdus ja ratsastus,0.0976102584029532,32.0,1
66,"And as a generator that wouldn't be good for us,"" he said.",ja generaattorina joka ei olisi hyv ksi meill h n sanoi,meill s hk ntuottajana t m ei olisi hyv asia h n sanoi,0.0806643738754774,63.0,1
67,The weather service said in a statement that an additional 3 to 5 inches could fall over the area.,s palvelu sanoi lausunnossa ett viel tuumaa voisi kaatua alueen yli,s palvelu sanoi lausunnossa ett alueell odotetaan viel kolmesta viiteen sentti lis sadetta,-0.580082549205062,34.0,1
68,"But for observers who have experienced racism, the lens reminded them of hurtful stereotypes in action.",mutta tarkkailijoill jotka ovat kokeneet rasismia linssit muistuttivat heit vahingoittavien stereotypioiden toiminnasta,mutta rasismia kokeneill tarkkailijoill linssi oli muistutus loukkaavista stereotyypeist toiminnassa,1.94878072709754,91.0,1
69,"Details on how Gibson's character will be written out of the show, which follows a team of FBI agents, is expected to come at a later date, according to the ABC Studios and CBS Television Studios statement.",yksityiskohdat siit miten gibsonin hahmo kirjoitetaan n yt st joka seuraa fbi n agenttien joukkoa odotetaan tulevan my hemmin abc studiosin ja cbs televis studiosin lausunnon mukaan,abc studiosin ja cbs televis studiosin lausunnon mukaan yksityiskohtia siit miten gibsonin hahmo poistetaan fbi agenttien tiimist kertovasta sarjasta on odotettavissa my hemmin,0.20293101552618,58.0,1
70,Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,twitterin k ytt j t eiv t pid kiinni kun kuulivat kuinka helteist byron macdonladia oli,twitterin k ytt j t eiv t pid telleet its n kuullessaan kuinka piittaamaton byron macdonald oli,-0.90665932550113,13.0,1
71,The company does not know who is playing Pokémon Go - it just sees raw data on exercise levels.,yhti ei tie ketk pelaavat pok mon goia se vain n kee raaka arvot liikuntatasosta,yhti ei tie kuka pelaa pok mon gota se n kee vain harjoittelutasotiedot,0.740709935613488,58.0,2
72,"After Verb closed, she said, she gave up drinking coffee for a while.",kun verb suljettiin h n sanoi ett h n luopui kahvista kauan,h n sanoo ett verbin sulkeuduttua h n luopui hetkeksi kahvinjuonnista,-0.841301700584306,24.0,1
73,"Greenland shark is the longest-living vertebrate in the world, does not reproduce until its 156 years old",gr nlannin hain on maailman pisimp n el v selk ranka eik se toistu vasta vuotiaaseen,j hai on maailman pitk ik isin selk rankainen lis ntyy vasta vuotiaana,0.255094955259707,54.0,1
74,"The grandparents say Brown suffered multiple gunshot wounds, including in his groin, leg, arm and abdomen, but was awake when he was transported to the hospital.",isovanhemmat sanovat ett brown sai useita ampumah yryj mukaan lukien h nen nivusiin jalkaansa k siin ja vatsaansa mutta h n oli hereil kun h net kuljetettiin sairaalaan,isovanhemmat sanovat ett brown sai useita ampumahaavoja muun muassa nivusiin jalkaan k teen ja vatsaan mutta h n oli tajuissaan kun h net siirrettiin sairaalaan,-0.2467852380844761,35.0,1
75,Biles also has two team championships in the U.S. team.,bilesilla on my s kaksi joukkueenmestaruutta usa n joukkueessa,yhdysvaltain joukkueessa bilesil on saavuttanut kaksi joukkuekilpailun maailmanmestaruutta,1.5310327163702395,94.0,1
76,"Phelps’ winning time was 1.54,66.",phelpsin voittoaika oli,phelpsin voittoaika oli,1.02257261435052,75.0,1
77,"And over in the pool, South African swimmer Cameron van der Burgh has been getting compared to Glee star Matthew Morrison for years now.",ja uima altaassa etel afrikkalainen uimari cameron van der burgh on parhaillaan verrannut glee t hti matthew morrisonia jo vuosia,ja altaassa etel afrikkalaista uimari cameron van der burghia on jo vuosien ajan verrattu glee t hti matthew morrisoniin,-0.4307526500680179,26.0,1
78,"According to the Bangkok Post, the bombs exploded in front of two different police stations.",bangkok postin mukaan pommit r j htiv t kahden eri poliisiaseman edess,bangkok postin mukaan pommit r j htiv t kahden eri poliisiaseman edess,1.9362364942205301,100.0,2
79,"The 19-year-old American gymnast soared to the all-around title on Thursday, putting the gap between herself and the rest of the world on full display under the Olympic spotlight.",vuotia amerikkalainen voimistelija nousi torstaina kaikkien aikojen puolell asettaen eron itsen ja muun maailman v lill t ydell n yt ll olympiavalokuvavalion alla,vuotia amerikkalainen voimistelija saavutti moniottelun mestaruuden torstaina j tt en itsen ja loppumaailman v lisen kuilun esill olympialaisten valokeilaan,-0.32964992785709996,38.0,1
80,"One of the places that had been under threat from demolition was the camp's Jungle Book Kids"" Cafe which is run not-for-profit and provides 200 meals a day, English and French classes, and asylum advice for the hundreds of vulnerable unaccompanied minors in the camp.",er s paikoista jotka olivat olleet r j hdysvaarassa oli leirin jungl book kid cafe joka on voittoa tavoittelematon ja tarjoaa ateriaa p iv ss englantilaiset ja ranskalaiset luokat sek turvapaikan neuvot satoill haavoittuvill ilman huoltajaa olevill alaik isill leiriss,yksi purku uhan alla olleista paikoista oli leirin jungl book kid cafe jonka toiminta on voittoa tavoittelematonta ja joka tarjoaa ateriaa p ivitt in englannin ja ranskan tunteja sek turvapaikkaneuvoja leirin sadoill haavoittuvaisill yksin isill alaik isill,0.32818806564930797,56.0,1
81,"Most mainstream Republicans try to argue that the Obama administration, in which Mrs. Clinton served as secretary of state, allowed ISIS to fester by failing to aggressively manage the situation in the Middle East.",useimmat valtav est n kuuluvat republikaanit yritt v t v itt ett obaman hallinto jossa rouva clinton toimi valtion sihteerin antoi isi lle r j ht puuttumalla aggressiivisesti l hi id n tilanteeseen,useimmat valtavirran republikaanit koettavat v itt ett obaman hallitus jossa clinton ty skent ulkoministerin salli isisin pahentua koska se ei onnistunut tehokkaasti hoitamaan tilannetta l hi id ss,0.138730210543496,51.0,1
82,"In the form of a flashback and a long letter, Julieta recounts her life story to her grownup daughter.",hiljaisena ja pitk ss kirjeess julieta kertoo el m ntarinaan aikuisell tytt relleen,takauman ja pitk n kirjeen muodossa julieta kertaa el m ns vaiheita aikuiseksi kasvaneell tytt relleen,0.208182130715459,53.0,1
83,"It is extremely difficult to say, why there have been more bicycle thefts in Turku than elsewhere.",on rimm isen vaikeaa sanoa miksi turkuun on enemm n polkupi r n varkauksia kuin muualla,on rimm isen vaikeaa sanoa miksi turussa on varastettu enemm n py ri kuin muualla,0.0723621792857048,49.0,1
84,"The main target group for Visit Finland’s aurora campaign are the wealthy, city-living Japanese women between 25 and 35 years, who dream about travelling and new experiences.",visit finlandin aurora kampanjan p kohderyhm n ovat rikkaat kaupunkilaiset japanilaiset naiset jotka ovat vuotiaita jotka uneksivat matkustamisesta ja uusista kokemuksista,visit finlandin revontulikampanjan p kohderyhm ovat varakkaat vuotiaat kaupungissa asuvat japanilaisnaiset jotka haaveilevat matkailusta ja uusista kokemuksista,1.02257261435052,75.0,1
85,"""I can personally recommend to visit the cities of Isfahan, Shiraz and Yazd that have preserved monuments of ancient Persian civilization in good condition,"" he said.",voin henkil kohtaisesti suositella k ym n isfahanin shirazin ja yazdin kaupungeissa jotka ovat s ilytt neet muinaisen persialaisen sivilisa muistomerkit hyv ss kunnossa h n sanoi,voin henkil kohtaisesti suositella isfahanin shirazin ja yazdin kaupungeissa vierailua niiss on s ilytetti muinaisen persialaisen sivilisa muistomerkkej hyv ss kunnossa h n sanoi,1.54057918860872,99.0,1
