,source,reference,translation,z-score,avg-score,annotators
37,"Jewish filmmaker slams Berlin hotel for removing Israel dial code after Arab ""request"" - RT News",,,0.34969333639489697,83.0,1
38,"There will not be a more emotive gold at these games, and that is saying something.",,,-2.41678032262616,23.0,2
39,The current 63-year-old wanderer Han and another tramp Xiao had a dispute after alcohol drinking. Then Han stabbed Xiao to death with a fruit knife.,,,-2.02486322093151,31.5,2
40,"Dettori sprays champagne after a double at Newmarket takes him to 3,000 wins",dettori,,-2.001809273773,32.0,1
41,"She claimed the money was going towards a headstone for her son, Lee Skeldon, who died in a car crash in 2013.",leeskeldon,lee skeldon,-0.24970928972633105,70.0,1
42,The artistic performance of the opening ceremony of the Games will be relatively large in size.,,,-0.895219810164578,56.0,1
43,"There are 1,325 existing intangible cultural heritage projects in Huangshan. Its number and quantity ranked first in Anhui province.",,,1.08741964546718,99.0,1
44,"Although the total value of imports and exports fell year on year, the export data enjoyed growth. This is the fifth consecutive month for export to achieve growth since March this year.",,,0.761954959165595,89.0,2
45,"Wu Yan himself admitted that the network is more ""in his element"".",,,-1.20330698137282,49.0,2
46,It was characteristic of a lot of the home-ec recipes.,,,0.0269380761757741,76.0,1
47,In a meeting with President Putin shown on state television both men claimed that the chief of staff was stepping down at his own request.,,,-1.4611732303601201,36.3333333333333,3
48,Give police powers to set up cordons around polling stations.,,,-1.8634855908219496,35.0,1
49,That needs no explanation.,,,0.8568801738820909,94.0,1
50,That would have meant too much pressure.,,,0.41885517787042403,84.5,2
51,"""Now, in retrospect, it's really scared! To be honest, when my child does not hold on to the riverbank, my heart is broken soon.""",,,0.3704659465627821,83.0,3
52,"The company offered an explanation: The lens was meant as homage to anime characters, not as a caricature of Asian people.",,,-1.40240664765177,45.0,1
53,"At around 10 a.m. on August 8th, Huang Yilin's father was having a rest in the hotel, while Huang Yilin and his mother went to stroll the Langzhong ancient city.",,,0.534124913662968,87.0,1
54,"Zhang Xiaolong showed the animation show of her daughter to the reporter, ""She should keep drawing instead if she did not become shooter.""",,,-0.10434538101441301,53.5,2
55,Junior doctors set to mount further strikes after rejecting Jeremy Hunt's proposal,,,0.36081558590057,67.3333333333333,3
56,The company's rate reduction follows a 10 percent decrease for onshore contractors in 2014.,,,-1.58714816385081,13.0,1
57,"According to foreign media reports, Zhang Huizhen, the 27-year-old Korean archery female player won the gold medal in the women's archery individual tournament. This is the second scoring of Olympic gold medal following the team competition. This made she become a double winner.",,,-0.0659498245115329,56.3333333333333,3
58,"In July, China's total import and export value fell by only 0.9% year on year. In particular, China's export value had a year-on-year rise of 2.9%.",,,0.6095966996105171,73.0,1
59,"According to Taiwanese media reports, Lin Quan, the head of Taiwan's Executive Yuan, announced yesterday morning, ""Ill-gotten Party Assets Handling Regulations by political parties and their accompanying organizations"" will take effective since today.",,,-0.525388146511166,42.0,1
60,"She is outgoing and can get along well with friends. In addition, she can adapts to the environment quite well.",,,0.719433942783583,76.0,1
61,"Tough women: Soccer star Hope Solo, left, and Dexter actress Jennifer Carpenter, right, have similar face shapes and eyes",jennifercarpent,hope solo dexter jennif carpent,-0.526356655628437,64.0,1
62,"The jail has not yet announced the names of the dead prisoners, but according to the GMA television station, there were two Chinese.",,gma,-0.0191698181412435,75.0,1
63,The idiot didn't realize they were still on the air.',,,-0.675964203154204,48.0,7
64,"Rebuilding real trust will be hard, perhaps impossible.",,,1.16981351491541,83.5,2
65,"However, when the task is heavy and pressing, Amy feels very painful and tortured.",,,-0.312602725688518,32.0,1
66,Crazy for Kate's cyclist lookalike and other celeb doppelgangers of Rio Olympians,,,-1.1761461668170201,2.0,1
67,"The documentary ""The State of the Toucan"" shows people how a small Toucan has changed a country and how people get involved in the fight against torture of animals.",toucan,,-1.0466146506477398,6.5,2
68,"Currently, a voter merely has to state their name and address.",,,1.61597762616514,99.0,1
69,"On January 1, 2016, the current pollutant discharging unit which obtained environmental impact assessment shall be exempt from expenditure of compensated use.",,,-1.1185766040751202,4.0,1
70,"According to the work plan of the Standing Committee of the Provincial People's Congress this year, the Standing Committee plans to listen to the deliberation of special work report, and carry out the implementation of banking supervision and management law and special inquiry of serving local economic development.",,,-0.514096195285168,25.0,1
71,"According to foreign media reports, on the 10th day of the month of the local time, the British Prime Minister's Downing Street announced that British Prime Minister Teresa Mei will go to Switzerland to spend the summer vacation, but did not disclose the specific place.",,,-0.341387507059468,31.0,1
72,Scot Callum Skinner storms home as Brits grab cycling gold,stongcallumskinn brit,,-1.7503770956046798,1.5,2
73,"Over the last two months we have been talking with the Junior Doctors Committee and have, along with the Department of Health and others, responded positively to their concerns regarding the Guardian Role and Whistleblowing.",,,-0.054572067287359007,56.0,1
74,"Zhang Huizhen talked about his gold winning after the women's individual awards ceremony of archery. ""I tried to shoot one by one until the last. Maybe it is because this brings me good results and makes me contented.""",,,-0.157526062943178,53.6666666666667,3
75,The Ulster Bank brand is already used for customers in the Republic of Ireland and Northern Ireland.,,,-1.5488072430126598,10.0,1
76,They argued the makeshift shops and restaurants often provided shelter and free meals to those in need.,,,0.0753614262539719,60.0,1
77,"Just in the beginning of the next half, Fernando won any score on the right side by breaking off. It is a pity that he lobbed in small angle.",,,-0.9822831566766679,56.3333333333333,3
78,"In recent years, with the country providing policy support in the medical information, electronic and integrated supply chain management system gradually enter the hospitals at all levels.",,,-0.574306041452682,40.0,1
79,"Eight years ago, under Ryan, they lost every game at the Adelaide Sevens.",adeladeseven,,-0.281955680984688,49.0,1
80,"This requires that the detector's sun wing area to be larger, and need to constantly adjust, and strive to align with the sun direction.",,,0.391269642119776,82.0,3
81,"In terms of event security, the current conference recruited 580 volunteers, during which the volunteers will provide services in the various venues for athletes and visitors.",,,0.6263407022970029,89.0,1
82,"I'm now saying we no longer have global aspirations, we have local aspirations.",,,0.30358544207788,82.0,1
83,Guoan changed a person at the 37th minute. Zhang Xiaobin left the playing field and Zhang Chiming came on the stage and turned his weapon around to defense.,,,-2.16405265008123,12.5,2
84,"At the same time, the population growth of people aged over 65 years is also 3.6%, reaching 700,000.",,,0.7400711612590051,86.0,2
85,"As of 8 a.m., the prison authorities have not yet made a detailed statement, including how the prisoners get grenades.",,,1.1335275397842,100.0,1
86,"Patrick Roy resigned as coach and vice president of the hockey operations of the Colorado Avalanche on Thursday, citing a lack of a voice within the team's decision-making process.",patrickroy alavanch,,0.21136965344384398,80.0,1
87,A Banff man has appealed for help in identifying fish that have appeared in his garden in Banff.,,banff,-0.641626391420981,61.5,2
88,"On the same day, China's first professional travel police team - members of Tourism Police Detachment, Sanya City, Hainan Province Public Security Bureau came to the Red Square in Moscow, and communicated with the local police on duty.",,,-0.526356655628437,64.0,1
89,Patrick Roy resigns as Avalanche coach,,,0.6263407022970029,89.0,1
90,"At the same time, 70 medical staff and 11 ambulances were deployed from various Dehong hospitals to produce 11 medical teams, which will be responsible for the medical security work of competition site and the accommodation of athletes.",,,0.6021982659399521,84.0,3
91,Beijing Municipal Social Management Office will soon carry out special inspections on the use of unified receipts of social group membership fees.,,,0.19891494831172105,84.5,2
92,"Without Robin we would be nobody, so a massive thanks to him he's the best coach in the world.",,,0.11915386480980901,78.0,1
93,"KMT Vice Chairman Zhan Qixian said, ""Kuomintang, with a hundred years of history, will step down otherwise without social commitment and responsibility.""",,,-0.0191698181412435,75.0,1
94,It was like running into a series of moving buses for captain Tom Mitchell and co and the World Series champions went 5-0 up when Osea Kolinisau dived over in the corner.,,,-1.85077927630714,31.5,2
95,"Hebei Provincial Cixiao Fund, known as Cixiao Fund of the Hebei Volunteer Service Foundation, was initiated by the Hebei Brand Preparatory Committee, and established in August 2015.",,,-0.0652777124582611,74.0,1
96,Models can submit pics online or in person at open casting calls in Los Angeles and New York.,,,-1.12575928174967,51.0,1
97,We set an Olympic record in the final and beat the world champions.,,,0.11915386480980901,78.0,1
98,Women will want to be a part of this project because it's a beautiful piece of art.,,,-0.3614346639677589,58.5,2
99,"A new study led by Julius Nelson of the University of Copenhagen, Denmark, turned to the use of Greenland shark's ocular lens for radioactive carbon dating.",,,-0.9970455971181452,35.0,2
100,"Since the beginning of this Olympic Games, Salic has obtained 13 points, eight backboards and five assists in three games, with a full performance.",salic,,-1.54073033060282,42.0,1
101,"The couple said that in writing the book, they gained greater understanding of the eating habits of Ms. Ziegelman's mother - how she couldn't throw food away, for instance.",ziegelman,,0.188315706285336,79.5,2
102,The two tributaries will conduct construction via social financing. The charges have been approved by the relevant provincial government departments.,,,-0.7245201931651529,47.0,2
103,"And they repeated the trick after finishing a lowly sixth at March's Track World Championships in London, despite Hoy having since retired.",,,-1.39715777515459,34.0,2
104,"""We hope that through the youthful activities and layout of the scene, so that young people know that the culture behind the Bon Festival is to express the filial piety and thanksgiving.""",,,0.06603400494401401,64.5,2
105,"It has been four years since the arrival of Uber in Taiwan, but the authority just launched the meeting at the end of this month. Drivers cannot wait any more, said Zheng Lijia, the chairman of Taipei Driver Union.",,uber,0.44190912502893204,85.0,1
106,Check the video to see exactly how Mizrachi does it.,mizrachi,mizrachi,0.395801230711915,84.0,2
107,"Pregnant women can not only enjoy 24 hours of medical services free of charge and one-on-one inquiry with doctors, but also pay for medical counseling.",,,0.580232807979985,88.0,1
108,"A spokesperson for Sons & Daughters said they were ""shocked and devastated"" by his death.",,son daughter frank,-0.5724645499454549,63.0,1
109,"In England and Wales, all RBS references, outside head office and the stock exchange listing, will be changed to NatWest.",wathnest,,0.0269380761757741,76.0,1
110,"Shangluo Power Supply Company Danfeng County Company combines with the construction of spiritual civilization, and actively organizes the ""introduce electricity activity in the ancient town"" and Double Seventh Festival theme activities.",,,-1.08979182270417,5.0,1
111,"Trump's critics, including 2012 Republican presidential candidate Mitt Romney and other fellow Republicans, have said his refusal raises questions about his net worth, his charitable contributions, his business dealings and various other ties, including with Russia.",mittromney,,-0.8307287903656191,14.0,1
112,"On Thursday, Simone became the fourth straight American to win gold in the women's individual all-around event.",,,0.011318102844775,55.0,2
113,"This warms the surface and produces rain that creates a thick layer of clouds, which acts like an umbrella to shield the surface from much of the solar heating.",,,-0.341387507059468,31.0,1
114,"Zhang Donghong also recalled, in the training test, although the results of her daughter were not the best, her rings were very stable, which is also an important reason for Zhang Binbin to attract coaches.",,,-0.542880976656118,24.0,1
115,We had a good start and at the same time we weren't looking to do anything amazing.,,,-0.571665758027068,23.0,1
116,"United States' Simone Biles, left, and Aly Raisman embrace after winning gold and silver respectively for the artistic gymnastics women's individual all-around final at the 2016 Summer Olympics in Rio de Janeiro, Brazil, Thursday, Aug.",simonebil alyraisman,,0.9251428732623348,75.0,1
117,"In addition, the report also pointed out that in the case of economic development and inflation of Tajikistan in 2016, there are certain differences between the government and some major international financial institutions in the aspect of prediction.",,,0.7524341850366341,69.0,1
118,"After the little baby came to this world, Mom and Dad shall be responsible for his life, not only for his health, but also for the development of his spirit, that is, education.",,,0.955542361310127,82.5,2
119,"While detecting the case at the same time, the police also pressed for payments and recovered stolen goods totaling more than 33 million yuan.",,,-0.8307287903656191,14.0,1
120,"The trio were fortunate that he was able to begin his treatment at the start of 2014 out of season, keeping the disruption to a minimum, if that is ever the right expression in circumstances such as these.",,,0.15378154607506,83.0,3
121,"It was as if Fiji had been born to play 7s, while GB are still learning the trade.",,,-1.26299510267205,23.0,2
122,"""Tourists that way, tomatoes back here,"" as a report in Vedemosti newspaper phrased it.",vemedosti,vedemosti,-1.9312464797472093,2.0,1
123,"But now, it has been judged right to let more national brands come to the fore.",,,0.21670437513723,69.5,2
124,"The 23-year-old Skinner, from Glasgow, said: ""It's a flattering comparison.""",,,-0.45118641713435403,38.0,2
125,"In the afternoon of the 10th day of the month, the appearance of Chinese tourist police in the Red Square in Moscow immediately drew people's attention. Chinese tourists waved with surprise, and the local people and foreign tourists cannot help but to stop looking back.",,,0.264436616356884,71.0,1
126,"Treats president Steve Shaw told us earlier this year that his nude-heavy magazine differs from old-school Playboys because ""Playboy is for men.""",steveshaw,treat steve shaw,0.264436616356884,71.0,1
127,"When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.",,,0.8690450051391709,90.0,1
128,"It is understood that overseas exhibitions have become important platform for the ""Belt and Road Initiative"" development.",,,-0.8811371729148171,35.0,1
129,"The good man ""Lao Tie"" sacrificed his life when he helped the community on drainage, leaving a 2-year-old kid and a wife with child. The moving story of the good man ""Lao Tie"" made the entire provincial capital moved.",,,-1.12467629669703,30.0,2
130,We appreciate all he has done for our organization and wish him the best of luck in the future.,,,0.5508300636748101,80.0,1
131,"Humanitarian groups had told the court the shops and restaurants were vital, saying the free meals offered by a state-backed association and other groups did not provide enough food for the growing numbers at the camp.",,,0.39172259294262896,75.0,1
132,The next day one newspaper here described Mr Erdogan as acting as if nothing bad had ever happened.,,,0.168972133917576,68.0,1
133,Family tells the station he is expected to recover.,,,-1.6975787834851501,29.8333333333333,6
134,I think the administration's most important task is to support your activity as head of state in terms of drafting laws and control over how your instructions are implemented.,,,1.02815247587135,95.0,1
135,If they don't it goes everywhere.,,,-1.9630679738936496,1.0,1
136,"""The majority of our guests are Arabs and they demanded Israel's code to be deleted,"" the employee was quoted as saying by Lanzmann.",,,0.11915386480980901,78.0,1
137,"According to the local civil affairs department, there are no casualties temporarily and details of disaster is still in statistical verification.",,,0.81717356071207,87.5,2
138,"It will also exchange views with national stakeholders on the extreme organization of ""Islamic State"" and terrorist activities.",,,0.7646643852480559,92.0,1
139,Several hundred students took part in the demonstration to express their dismay at the plans.,,,0.8601463506237601,90.5,2
140,"She grew up in Blue Bell, Pa., first picked up a field hockey stick when she was 3 (her twin older sisters played the sport at Drexel) and joined the national team when she was 16, becoming its youngest player ever.",,,-1.07965138743265,52.0,1
141,"Remember to apply sunblock half an hour in advance, because sunscreen products take time to completely penetrate into the skin.",,,-1.44664059900489,38.0,2
142,Ms Davidson added: 'I gather the staff apparently tried to remove the garments from sale after she had left - which is just as well.',davidson,davidson,-0.6646803385794889,61.0,2
143,"At the time of the trial, the two sides argued whether Wang Zhian violated the reputation right of Lan Yuefeng.",,,-1.17186717606668,50.0,1
144,"But the problem is, with the arrival of Durant, Thompson's appearance ratio will surely decline, which is bound to affect his play.",durant thompson,,-1.36500010867985,36.5,2
145,"GB made wholesale changes at half-time and they plugged the Fijian dam...for all of four minutes, which by first-half standards was good, until Josua Tuisova went over after some brilliant Fijian interplay.",,,-2.83175137147932,14.0,1
146,"Venus was likely once habitable, according to the projections of a new NASA climate model.",nasa,nasa,-0.4735573466379899,42.0,2
147,"Among them, CSFC will hold an additional 29.2931 million shares of Huaxia Bank. By the end of June, CSFC will increase its shares of Huaxia Bank to 387 million shares, raising its shares of Huaxia Bank from 3.35% to 3.62%.",haixau,,0.418855177870423,84.5,2
148,"Emma Richards, an oil and gas analyst at BMIResearch, said the market and the media could react excessively to OPEC's meeting.",bemiresham emmarichard,bmiresearch emma richard opec,0.0269380761757741,76.0,1
149,Researchers shared the results of their new Venus climate model in the journal Geophysical Research Letters.,,,0.544944682720582,84.0,3
150,The 45-year-old Italian is the sixth jockey to reach the landmark in Flat racing.,,,-1.6790540135538798,39.0,1
151,Britain settle for silver in rugby sevens after Fiji masterclass sees them take gold,,,-1.61066027042898,30.0,2
152,What are the challenges of world economic globalization and integration to governance?,,,0.534124913662968,87.0,1
153,That would be the same as Hoy's.,hoy,,-1.17186717606668,50.0,1
154,"Coming to the 14th season of his career, James needs to better conserve his strength and get ready for the playoffs.",,,-0.941327704481595,55.0,1
155,Heart attacks and strokes are caused by the build-up of fatty material in artery walls to form a plaque.,,,-0.292409884717424,50.5,2
156,Put a three-year limit on requests for an automatic postal vote.,,,0.0269380761757741,76.0,1
157,"In the evening of the 11th day of the month, just in front of this new TV set, the Zhang Donghong couple and their dozens of relatives and friends have witnessed the magic process for the couple's daughter to catch up and reverse from almost being eliminated in the preliminaries to almost winning.",,,-0.194307087322534,64.0,2
158,"Prices decreased in clothing and footwear (2.2%); furnishings, household equipment and routine maintenance (0.5%); health (0.1%).",,,-0.9148664579971628,37.0,2
159,I founded my gymnastics foundation 20 years ago.,,,-1.63294611923686,40.0,1
160,"With the microblogging, Youku and WeChat Chinese platform of German Bundesliga, which went online previously, German Bundesliga hopes to provide a more extensive and timely and convenient channels to obtain the latest news of the league.",bundelsiga bundesliga,,-0.111385606775279,73.0,1
161,Louis Galicia said he could not think of anyone who would want to hurt his younger brother.,,loui galicia,-1.35629875333475,46.0,1
162,"Another twitter user, Sarah Paradis, wrote: 'Wow #ByronMacDonald.",sarahparadi,sarah paradi,-0.7568961272135251,59.0,1
163,Despite the massive size and weight of the bridge completing the closure between the viaduct and bridge deck is a delicate operation involving extremely precise tolerances for fit up.,,,-0.387271353690264,63.5,2
164,"On the 12th day of the month of the local time, Huang Jing, chairman of the Moscow Overseas Chinese Association said excitedly while she saw the reporter of Chinanews.com.",,,-0.849111915847561,57.0,2
165,Director of Community Legal Centres Queensland James Farrell said the latest National Association of Community Legal Centres Census Report found thousands of people were already being turned away each year.,jamesfarrel,,0.30358544207788,82.0,1
166,"Too excited, went out like stink, died like a pig.",,,-1.17186717606668,50.0,1
167,"Among them, Goldman Sachs ranked Apple's stock to be the rating of ""buying"" while BMO analyst thought that iPhone7 will obtain a historical high sales achievement.",goldmansach bmo phone,bmo iphon,-0.0652777124582611,74.0,1
168,It is a lot more difficult to be famous in the entertainment circle by just relying on good appearance than training.,,,-1.96095985576626,27.6666666666667,3
169,"Gracia is a cute female toucan, exuding the breath of tropical rain forest.",gracia,,-1.63294611923686,40.0,2
170,"Actually, this 50-meter freestyle is not the subject of Ning Zetao. His performance and best achievement in Kazan World Championships also indicate it is not possible for him to make breakthrough in this project.",zetao,,-1.3922872915673998,39.0,2
171,"Family of yobs destroyed Saltash, Cornwall council house ahead of eviction",saltash cornwal,,-2.19244627330358,19.5,2
172,"According to her parents, no matter meeting in person or talking by phone, Zhang Binbin seldom talked about her hard work but more about some happy things.",,,0.7646643852480559,92.0,1
173,Most of these gymnastics clubs are located in affluent suburban neighborhoods that can support the business.,,,-0.618572444262472,62.0,1
174,The calm-looking river had rapids in the bottom.,,,-1.68605202103842,10.5,2
175,"Julius Nielsen, who has been studying the sharks, says record goes to a female thought to be between 272 and 512 years old and is five metres in length",juliusnielsen,julius nielsen,-0.831905996234022,37.0,1
176,Scientists have previously suggested that Venus' slow rotation rate is explained by its thick atmosphere.,,,-0.493470778858694,47.5,2
177,"The Sydney Opera House is one of Sydney's landmark buildings, designed by Danish architect Jorn Utzon and built in 1973. It welcomes about 8 million visitors each year.",jornutzon,,-0.767442145305388,39.0,1
178,"With four minutes on the clock Jerry Tuwai added another down the right wing, which was converted.",,,-1.1520554342694098,35.5,2
179,"But the victim's brother says he can't think of anyone who would want to hurt him, saying, ""Things were finally going well for him.""",,,-0.541818667055169,46.0,1
180,"We've been losing out on so many world titles, so to win the Olympics again is just amazing.",,,0.46496307218744104,85.5,2
181,"At the beginning of 2014, CCTV reporter Wang Zhi'an found after his survey that although Lan Yuefeng was sitting in the corridor for more than 600 days and was shaped as the tragic hero suppressed by the media, these reports had a lot of false information.",yaungef,,0.719683768759064,88.0,2
182,The family have now been moved on and are believed to be living in a private accomodation,,,-1.1835201294626798,47.77777777777778,9
183,Melissa Gonzalez added the final goal midway through the fourth period.,melissagonzalez,,-1.63294611923686,40.0,1
184,"Last season, Pogba was punished with two yellow cards. He will be banned automatically according to the rules.",pogba,,-1.28713691185923,47.5,2
185,But Amy has a little secret in her heart: she cannot concentrate long on what she wants to do and works on.,,,0.0269380761757741,76.0,1
186,"Last August, The New York Times reported the existence of the Pentagon inspector general investigation, opened after complaints by Centcom analysts.",cpetcom,,0.67244859661402,90.0,1
187,"She said, her daughter often sewed hand toys. Plus, she is good at painting and could make animated toys from the doll's facial features to clothing.",,,0.8568801738820909,94.0,1
188,And teammate Aly Raisman earned silver.,alyraisman,,-2.4628882169431803,22.0,1
189,"It seems that the Internet medical business shall not ""swarm"", but to see the needs of the market, and be professional and profound.",,,0.011366781591431004,56.0,2
190,"Pang Zhihao said, in general, the way to detect the Mars is similar to the way to detect the moon. The entire process is also ""surrounding, landing, patrolling and returning"" to achieve the goal of manned landing on the Mars.",pangahzhioha,,0.165261759126827,79.0,1
191,"Ms. Ziegelman, 54, ordered a cream cheese and chopped olive sandwich, while Mr. Coe, 57, had the turkey, mashed potatoes and vegetable medley.",,,0.349693336394898,83.0,2
192,"Recently, the 10th China International Folk Art Festival, hosted by the China Federation of Literary and Art Circles and the Qinghai Provincial Government, kicked off in Xining, Qinghai province.",,,0.67244859661402,90.0,1
193,"He also said that this time a total of 24 teams participated in ""climbing competition"", which is not only organized by communities, but also in combination with schools and attended by students.",,,0.8568801738820909,94.0,1
194,"In this regard, the doctor reminded that staying up late has health risks and may lead to cardiovascular disease.",,,0.580232807979985,88.0,1
195,"But when he took along his daughter to participate in the variety show ""Dad, Where Are We Going?"", he became a focus.",,,-2.14013295672405,29.0,1
196,She said: 'People couldn't believe what they were seeing.',,,0.8107722795650729,93.0,1
197,"Skinner was the man Britain's coaches stuck with, seeing potential in the Scot which has now been realised.",,,-1.4946224362858105,43.0,1
198,"At the same time, Na Yanwei, the Secretary-General of Russian-Chinese Culture Promotion Association who also participated in this training course had the same feeling.",nawyanewi,,0.67244859661402,90.0,1
199,Another long-running comparison has been between tennis star Rafael Nadal and actor Josh Hartnett who boast a similar heavy brow and lips.,rafaelnad joshhartnett,rafael nadal josh hartnett,0.6477074859388899,88.0,2
200,"At their peak spin rates, these maturing stars eject large amounts of stellar wind.",,,0.76940476893556,92.5,2
201,"From flying finishes to flying dismounts, Frankie Dettori has been the poster boy of British Flat racing for two decades.",frankiedettori,,-0.987435598798613,54.0,1
202,"Energy companies are under pressure from lower crude oil prices, an economic situation compounded by the British decision in June to leave the European Union.",,,-0.516798257137698,53.4,5
203,"In June this year, the State Council issued a ""National Fitness Program (2016 - 2020)"" and took the development of mass sports as a key content.",,,0.603286755138494,88.5,2
204,These conditions are not currently met.,,,0.9029880681991079,95.0,1
205,But the 24-year-old Olympian is far from the only athlete out fighting for gold this summer that boasts their own celebrity doppelganger - at least not according to social media.,,,0.30358544207788,82.0,1
206,"Ionization layer full of electrons indicated the radio used by the military has a larger range of broadcasts. In addition, it may prevent the global positioning system (GPS) signal from the solar storm.",,gps,-1.9165964990028799,15.0,1
207,There was no such issue this time around in a supreme victory.,,,-1.27844006204299,33.0,1
208,"Last year a special election court ruled the sitting mayor, Lutfur Rahman, should be removed from office following a litany of corrupt and illegal practices.",,,-0.9216783099238872,28.5,2
209,"Original title: The Owner of A Jiangsu Farm Was Punished Because He Disposed of The 2,000 Chicken Without Permission Which Were Checked And Detained By The Court",,,-1.77478395745624,19.0,1
